"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3327370304114","60.1204668088844","61.2560043844096","60.7541704101782","73.1013252499359","62.1869362383961","55.989556615586","58.2744756657506","52.8394319098677","49.8022321913836","50.0719114183969","45.7184119969031","46.152393477237","49.5683697098445","44.8798901687648","42.8265406335218","38.8841565463432","38.7856901033422","40.2765983873899","42.6033349980631","44.8945606568078","46.9123853980322","48.3998644778265","49.2015630214006","47.2184853070945","41.9566831307241","42.3336875987152","48.9863308847905","53.0802129926047","54.7633527667858","39.7238206244142","43.7634488327132","51.1857978005492","60.2625572889532","",
"American Samoa","ASM","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.765625","109.541984732824","111.984282907662","123.6","129.411764705882","120.656370656371","135.357142857143","82.8148148148148","94.4153577661431","98.7719298245614","100.9375","102.037617554859","108.087091757387","98.8112927191679","95.230998509687","102.287581699346","103.599374021909","94.8995363214838","95.1456310679612","92.5333333333333","77.7267508610792","","",
"Antigua and Barbuda","ATG","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.0294721234326","59.3558890657764","61.9981253900258","63.4013124953134","68.1846045477951","68.4165333963013","52.4347951642755","54.1394040738351","62.9404229329272","","",
"Australia","AUS","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","14.0363548814253","14.9985775248933","12.6089156220136","13.809598086622","13.7405298574185","15.2410106061913","15.1047861214781","13.8699827085096","14.4612961758362","13.3113512853392","13.1983959247819","12.9145716196468","11.9533985813056","11.0011641443539","13.193512582211","14.7117435724711","13.3618879650626","14.6302167247025","14.5708601833256","15.3351915320034","15.8861634005378","16.71632974534","16.8059820311612","15.602331401058","14.9831768003631","17.2664467119315","18.0362242453282","17.0530021022049","16.6121349920821","16.94743130227","17.0379265782562","16.1608062947233","16.3863163863164","17.859932602329","18.4866817968484","19.8333756851926","19.3429104541098","18.8533498603289","20.4351367863689","20.7350512297224","21.5449829026037","22.0663780990158","20.7224309468224","21.1443541839952","19.8471453750713","20.9363741866049","21.7059079518","21.8245161029657","22.6978990852209","22.7298779728897","20.7253270281418","20.4138847943582","21.6711378002023","21.2963101496093","21.3964196324343","21.5978056416682","21.6953352224542","20.9471141947652","21.8419745445958","22.0278238953145","20.6377169074661","18.2458042920249","20.2901822017406","22.4259429260923","",
"Austria","AUT","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","27.5766515792064","27.4526449729377","27.4729611349908","27.6457393352114","30.5731150232028","28.61658706493","31.2863018950698","32.4507461693303","30.6730385631111","32.5639943179988","35.270085219446","35.5350765000145","32.5029290834582","32.119796948144","33.9569952878878","35.3001080394408","32.1427834629286","31.571180259021","33.6233243236943","35.662845074763","35.9316966914597","35.5973501546722","34.610466380459","31.926205154168","33.9615846861405","34.8600048302325","36.0315807177005","38.0300424431444","38.787931037573","39.0536203889869","42.2515162707939","43.1444465379839","41.9334403110863","42.0565037313482","44.2550210841381","45.7236031126049","47.5825693830677","48.4744751966427","49.1453130195427","42.1135824199495","48.0609004424225","51.4830214892056","51.5152989482497","51.0955530299819","50.6405828931259","49.7215694739361","48.910092513867","51.2300370800408","52.6757304983207","52.3114775114917","48.2851241395359","55.0789090346153","62.4207780743465","57.3493527895016","",
"Azerbaijan","AZE","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2223738062756","41.2050898203593","54.5963776685131","76.028025477707","30.6282092340539","53.4070672040491","55.9211007831369","53.0443593072222","54.5282799511713","41.8558448782814","38.3777368008308","37.3165776205885","50.0503092783505","65.5453718603512","72.718107430072","52.9007785985227","38.758255006348","28.5128964581019","23.4667590165732","23.1082959987641","20.6812669257035","24.0810644752506","25.2883893489114","26.2600116874635","26.2096685368412","34.806730415594","43.6496693432541","41.8544509495606","37.5802826749238","36.7675179068137","36.3943117827554","29.7981185195358","26.9954251873703","34.5739824641988","",
"Burundi","BDI","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","13.3928578261662","14.6551729913369","16.3934421622452","14.2857144084702","12.0805373091302","12.534289462699","12.9921803763367","11.8857765527851","13.3668122270742","12.0945742954996","11.6210197230579","14.1716801439181","15.0749696694666","13.3327311322885","15.5339377333162","19.0017705948535","16.6528767491649","17.2914189235808","20.2264008026176","22.7221415213696","23.2920650338144","22.037695696343","26.9074459918851","24.7477597409048","23.5523097883576","20.7869023928065","22.31563049832","25.7386317272753","25.9531832539286","22.9435654028731","27.7751472575537","28.5051827766189","29.4769508903169","27.1610357564277","28.4817585329216","27.278283560511","15.7534012542759","14.4399066511085","19.44027986007","15.9639877031181","16.234753894772","15.784843450019","16.988025225784","20.9948980541304","24.6233698947461","28.8999986757642","35.1","31.9999986368881","36.6999993197774","29.2000032854075","29.800003758426","34.2000025536135","34.0092778720909","37.5088230179325","34.2990046114706","16.4210098504297","16.6592030672841","16.2137187724929","20.9140481504705","23.8541700005272","22.2240099992609","23.8183699996008","23.3442218510957","24.3298626640039","",
"Belgium","BEL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","42.7710254837046","41.8166176737447","41.0771607398334","46.1121501660273","52.3777195459097","45.6077121111552","48.2613755680507","48.1702725216395","46.5509597585309","51.6505320431123","52.9381673001875","56.157830087916","59.8220377400948","59.999935931094","63.8183833473908","61.4226586727942","55.0439747012999","54.0513368574141","57.0148633493866","61.3701837443597","59.8541601189252","58.3604828351158","56.2603571698966","52.9049958392791","54.8073406881894","56.2641961032662","58.0203848015116","60.902358975732","60.5347776108893","60.6069310248626","69.6827399089776","67.964880914325","65.2538517924041","63.679044325004","66.0121279012141","70.2462217485879","72.7625122442923","74.1666421724765","80.2078278152436","66.5423286532355","74.3342737521831","80.494152536242","80.3343292908166","78.6622093410738","79.1750903735027","77.1909428259269","79.43956490475","83.4596731852798","84.7946361610806","82.4980513923498","77.7532507214541","87.7606995094296","96.7284873787937","84.7636154109048","",
"Benin","BEN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","12.1102860037387","9.53463213652839","9.95930446110375","11.6258988070834","12.2431651526909","14.9057105712226","16.1960629695616","19.7722662705327","19.0765867798385","21.4285057250714","24.4613236152013","27.8326141260428","26.800149392693","25.9501669628164","29.4946483665807","33.4129820337852","31.0285113990042","34.7807829045215","34.5453644374484","37.0217886787244","37.3221067200717","43.9588716369158","40.0862995442378","31.577722696885","30.9319281707312","36.6485996242477","32.6154967527009","30.9506070946336","32.0830888173539","24.8049383776371","26.5388791344867","30.3422307728013","33.5015977552095","32.917416096905","36.0734606362612","36.4311975077222","30.0189798910533","31.5354950169417","32.5006857471368","31.3822583591138","26.742848952329","28.3885918276674","24.0418117580991","22.9719333073503","21.389426770597","20.6122912074473","21.7167729998912","27.0709310375342","25.6346390032369","24.7746622235924","28.3588118822374","26.3673773087186","26.8399999121001","31.6296265138756","33.8374338168225","32.0358619739087","31.3801402666294","34.2710021769642","34.5209638714363","34.0508051206822","24.9607629492202","27.1360546569676","29.2803105204475","30.1570110221303","",
"Burkina Faso","BFA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","15.839404612418","15.7899764009717","15.7059646946391","15.6690091988758","11.5184394568252","11.3766205814937","11.6484883364785","13.9273070528145","15.2873906772355","16.5323946242926","16.1417701889841","19.9310890976094","21.2889996660341","22.9195387310593","24.4729157208656","30.1511163590201","27.0082432329274","30.4432668926016","27.7508292684115","29.2824436783172","31.2625076586155","31.4351136452015","31.6240353150483","29.5741478477064","28.7577920382322","31.0260822887558","28.9711662892219","28.0811295265822","27.1309820899936","23.6458973519231","24.4559590282232","23.3486879839288","19.5275360085764","20.6735406720758","25.0276010932215","26.6069148783492","27.6166925636234","26.6038877818834","28.1316805532505","26.9008102757514","26.2782244851586","22.6140880474318","22.4471572206048","21.1478047493266","24.5993563004511","24.3303222900142","24.1496788527529","23.4311750727081","25.2359899277654","26.507012812169","28.5573896844031","31.3017525842237","34.6405225638741","36.9588658493908","31.8915583395886","32.9815357744638","31.9772079951896","32.8163945669667","32.5167194817269","31.1509972180432","28.9629129494576","29.6232851445985","33.0990310342397","35.9600256062745","",
"Bangladesh","BGD","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","9.30725837281466","11.6999989681888","10.8080969923682","11.6562779409751","14.1218553939094","13.3665973042485","12.6518221475519","12.5957179860198","11.606331446801","11.6653287574603","12.5074840612315","10.7275845200351","13.7325591531154","11.8552471769742","10.348545600697","8.10054723852476","17.6361931614715","12.3814462328921","15.4808518001798","15.7978440622703","17.8829473211837","14.1162959381044","15.5316243276076","14.7130315900677","13.4154720403534","12.8377060246289","11.8358105449764","11.6977479923371","12.2497633446486","12.7850303011279","13.0581855259296","12.2272149164418","12.3473285920799","14.1043140341485","13.864320908288","17.3448618625588","16.3695800738575","15.8051428327327","16.1227321741207","16.6292981713845","16.9775131339119","18.7114578649468","16.557411788963","16.2267362042167","15.7117252031078","20.0040929665367","21.7584608673034","22.9470478066831","24.9620555504832","23.1526633174097","21.7787299851405","27.4987748801959","27.9493338849842","26.7585286129376","25.5244202017989","24.7493225204896","17.4129456531683","17.179983781834","19.8398437797492","18.4832971559365","15.8286593146113","17.0612258032497","20.897740835675","17.8258075763392","",
"Bulgaria","BGR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","30.6886123066186","34.5226112588971","33.2164891600317","36.9396201860833","38.2461502514927","43.2022408138597","43.4699248775556","42.6223539813803","45.8960858101817","48.1583761167482","36.7278687657797","39.2041267501842","52.9382470119522","45.8347273335564","45.6725646879757","22.9232007788805","37.3237366257929","36.887548925233","35.1038573716334","47.3251738534172","41.5268474034378","44.2000513252659","41.6223072947401","44.5969394925382","52.1072576914266","57.1846454619625","64.0695841229168","71.1775233150947","72.2110884683881","50.473795516392","53.2824773832047","58.6298963704946","63.6250480198959","65.1237043350767","65.69756616486","62.9502249747481","58.9445838270742","62.6439076307563","63.100431152185","60.8476760586327","53.9000094088276","59.3366973069706","68.8630561149866","57.7828043733469","",
"Bahrain","BHR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","101.349736878833","105.543660250252","93.9064831777227","81.7467358118838","82.5323822952626","79.011406514751","74.5899918454687","76.8651045060326","68.1534905735399","77.0672801585889","83.2017227159409","84.110655979006","85.0810544537488","70.9984363701983","65.0669883718385","61.9790758639883","67.0167525014943","61.1273402261258","56.1848747785456","55.3749095101558","56.6284682992678","53.4155049554821","58.6250679204693","56.0285101569836","62.1321640785849","64.4194769029886","62.4652368065147","58.1055213402395","63.3051627651981","49.4981315443774","48.8587714119882","71.8932033656","80.5584677956173","83.7629358438758","76.3503224222473","68.5718748262293","62.2347856936543","64.1753061867852","68.3599998924555","62.3231194108364","65.0065491894219","67.5250978124398","70.8410462042989","70.2676839414453","",
"Bahamas, The","BHS","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","66.1430575035063","67.5156174915906","60.2035391995491","62.8772560473302","62.3694356817385","59.551416080593","58.0159279778393","58.3067953554456","59.2709121933431","57.9049544994944","55.8032445026988","","57.1688438928805","55.9592545799116","55.1675259388781","51.2145384367964","51.3932729624838","53.3804848112918","54.9163021289006","57.8190634524799","42.8544807938904","43.0690069981649","39.2458487715175","41.5973810340409","38.4282919944264","34.1025271473546","35.2533063362378","37.7867522740851","42.6363839694191","49.2414369667314","47.9208614529201","47.935588067642","42.3303639766138","43.7223151105018","50.898420626685","46.123931942838","46.559764520287","46.8380094950839","37.1294305125986","37.523733301547","40.1483243031209","40.3641465463942","36.9832209093284","33.689923881826","43.4544239108445","43.7470692122652","42.9587474282526","",
"Bosnia and Herzegovina","BIH","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3989382618954","71.4678736413432","83.8823372827429","72.7973298559813","98.3634118315508","94.1765947855901","63.4739243887068","63.9670130078362","59.6014673260219","59.9814720336208","59.2764412254606","60.0390399307182","53.5716025736534","56.4503034447803","59.3148109188574","48.7381154401454","51.2726737758619","55.8003759026157","55.794567424912","54.1881944917975","56.5631605791701","53.1771142099997","52.3353257819525","56.3214679671966","56.4475276333556","54.4760567724708","47.9297731152414","53.912587140962","61.8988653103961","55.8427513217352","",
"Belarus","BLR","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.64896073903","33.3333333333333","57.6086956521739","83.3502538071066","84.1061091440454","54.0530299910216","50.4250960440786","65.6562985579151","63.9065684365836","61.6317764594536","72.3983446101294","70.2973237369855","67.3745423382546","68.9854723668665","74.2501770290328","59.08654296872","64.2337921203023","67.2108252637516","68.6617233270771","59.759183004167","64.545087636347","79.5088935540041","74.3083620349781","61.4823871290472","55.7105449310614","57.9034590145701","62.6999757764695","66.5780913114196","68.9388489208633","65.7557224712763","57.9217344260324","65.1824128358935","56.973020682251","66.1797785565314","",
"Belize","BLZ","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","44.1335505050505","47.4159259827421","43.2922617179642","39.8619753957658","43.3437673497503","37.9564789418726","36.1682444622793","39.6770734303422","43.2725253292205","43.2063014660965","38.5634652289135","43.2088427399096","39.2818671454219","37.2584180115561","39.3629418619707","37.116171173921","37.7857436680966","41.6189603847035","42.119419042496","49.2376905773557","53.6921591008868","51.2448840381992","49.4114811392761","49.774619909848","44.0803797694257","47.2558391809892","47.0728718222669","45.3400503778337","51.6130887342573","44.1220017767249","44.3088732313685","50.3270299116061","52.0582381900073","52.7118435616775","51.6310066643283","52.50678279109","49.1697169895545","47.8974539999117","49.1006213888586","50.2658794958757","44.1050493183543","51.5791865485117","55.2569642041662","51.2396709979295","",
"Bermuda","BMU","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.8000876023396","23.7311948264219","23.2697593736654","24.656915602754","25.3555042510214","23.3246590561242","23.4198528067971","23.8542792001922","26.0761139981486","25.816677252469","22.059744042054","23.5191084135593","25.0477390080199","24.6140240981613","",
"Bolivia","BOL","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","23.9339138200491","23.3374384236453","25.6054064201239","26.3423988842399","23.4720717932849","26.6852367688022","26.4779874213836","26.0162601626016","24.0384615384615","23.252444766389","24.3585499089555","24.40073755378","24.0191387559809","28.3198797087686","26.7976966639699","32.2166341078183","29.8864031316882","29.6449420108081","30.1082418020797","27.3960758230795","22.2858375502207","22.9534410433194","29.4039199274604","24.0390111858604","25.8198674219214","22.8428577204663","25.7073451302584","23.9921812926437","23.1388049824097","23.1564694258442","23.9262904453275","26.9656220108037","29.0650961029083","28.3863604996634","27.1975387596431","27.1865654753956","27.2744207934951","29.3590599168697","32.5824780634508","27.2873571345206","27.3230300480841","25.2556732012852","27.7158052884154","26.3671019920853","26.3258755715318","32.0937984307176","32.766134163444","34.2662546945912","37.9604649036209","32.9044490873317","34.3241701096745","38.388693571021","37.7825645435625","37.138428001623","41.9713815817233","37.064549153061","31.9130289777379","31.8005083782674","31.1211695675762","31.4300444470217","25.2306728196014","31.1960506535803","35.1443439254798","30.9259991457953","",
"Brazil","BRA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","6.33365796570683","6.47318002375161","5.37637142513745","9.00683897968623","5.7448086952101","5.38887067351762","5.73309020008774","5.67719217542334","6.59975191810417","6.6043593076252","7.44974776115019","8.1936964789171","8.85983865755849","9.01131570710858","13.2946502579637","11.0163235419587","9.40238491080544","7.90998824970282","7.88490151920172","9.32610255823822","11.1930126187023","10.0100836217408","8.59068584640934","9.65659695727417","8.79466213028454","7.50118748793232","6.64337507524514","6.43391531173935","6.09988616208469","5.46126797532435","6.95836259652132","7.91444116378595","8.38506312730241","9.09604889204913","9.16168336908223","9.45558496072482","8.90538179274132","9.59255968601575","9.40808459248784","11.4172682172491","12.4517133524146","14.564574352134","13.3877671308534","12.9596010144732","13.1324909668183","11.8429659383147","11.6673835850045","11.9649362705808","13.723568904076","11.2546044706088","11.9065933373084","12.3518924970444","13.2367345392086","14.0437266803948","13.6734629940752","14.0534345182709","12.0670030360511","11.8007665046081","14.2412038806757","14.7673386775793","15.8485265356365","18.5469003894967","19.1853009729027","15.7436671722105","",
"Barbados","BRB","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","8.03184612069376","10.963279782636","8.50574117317944","7.57236365890416","6.85293939422407","6.55821120942994","5.32548490034153","6.39210174829808","8.22385310472317","9.20520315792035","","","","","","21.0919445969333","21.7218864768654","23.6626257183491","31.6742785503267","34.2601709893757","30.5895969530183","34.3229141912369","40.478725584788","39.0108351787325","41.8949295852697","35.2921274676942","30.085036802761","33.1702164525451","36.5602075018964","30.6647271542155","27.1159817369518","23.0483074627007","21.4103828902464","24.0473004561492","23.8022847463396","30.5834831717735","27.9632937568193","30.0315881219612","35.4811711495708","42.895481760606","34.2438991427387","37.683176794817","37.74202404511","35.6035537677593","41.9648218869805","50.563617894146","52.9348922660899","66.9542018049515","60.584609231513","60.0281734301402","",
"Bhutan","BTN","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","39.7343590069514","50.538452981217","50.2494745834179","48.3715855789966","47.606867024635","53.9392770245984","55.2023353051113","39.724943016","51.2118077527662","39.5774214966312","33.2546155090416","42.5133105015892","58.3657381322212","45.8966905132668","41.2248164419524","44.4770779254936","47.6226690817854","47.9099674736012","51.2534557405804","53.2112969675768","46.0250859513651","45.8528609714044","47.363085238581","48.4930612461766","59.4087116380181","61.3390192465892","56.3448645794603","54.5718954495773","55.3552583644183","59.0931184774042","65.6236214740519","64.8723983483613","58.256917359116","57.6181723221495","53.7449147826184","58.1030694625137","49.2619189445197","48.3419936250555","50.5500011526558","44.6660134237944","43.7647154954586","48.3837076107953","60.0723765778516","","",
"Botswana","BWA","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","39.6439420829665","42.5255046714267","44.8389926172992","47.3453568518641","48.5767026134266","50.609756097561","50.9485094850949","50.7734931449839","62.9473684210526","52.5652565256526","60.9137055837564","61.5638766519824","60.5428796223446","61.96518146946","64.7751863428709","63.7921187892633","66.3214837712519","69.3096646942801","68.5243889968299","65.2499251721042","66.4423018616215","71.5303283249861","69.2741974068226","62.5656180736478","57.9621985661525","51.2317593531201","49.1287401123467","48.4421882103349","43.9296496960172","46.1362667074378","49.7919133338533","46.5288711852712","41.5716914916723","39.1124078090891","40.3582110436745","43.7586738039682","37.127130792","47.723676600574","52.551867219917","43.7318129125364","40.0929196197881","38.8674573300609","39.6783472803347","37.007184681116","41.3840351057579","35.5817985125809","34.8316071531305","42.0165620135572","52.0613173469939","52.647126774976","52.4946705729499","54.7250698634268","63.7602567886618","64.4032781650237","58.214573898057","59.809993673185","45.8533350055731","39.0039088877955","43.2269600709101","46.0051637049108","46.3729291399852","46.844287787324","42.0664228333796","36.5821112512447","",
"Central African Republic","CAF","Imports of goods and services (% of GDP)","NE.IMP.GNFS.ZS","34.1818122618189","35.7615888118942","37.7049074334869","38.4858050224403","40.8045902843848","37.6693766937669","42.5257731958763","46.8982382133995","39.6312253595841","37.5984582382905","41.5623499086838","37.4234623370213","33.8130870580973","36.4868833574321","43.3361131787586","39.9199700572728","29.3266108057826","34.3249061268158","33.885760267333","35.1329394686053","41.0807828634967","34.059743898938","34.2245066020111","36.6162611098767","35.5016773850403","31.6359752409631","28.6226318484383","28.5502933989394","25.0538821705756","26.4631612106678","25.8755146524582","26.1226506625627","26.3633760833559","22.8890674752764","25.0186213434453","28.2549461602709","25.6140187532248","28.9342280996326","28.3926453039603","23.9886936193025","25.2875684031294","22.5732458997066","20.1458598429982","17.9952221645791","19.2460374099972","21.7081835399254","22.0798650802068","23.4655715983662","23.4338571075068","21.6525965878002","22.8046808823724","21.3477982341309","21.5093155924689","23.4263327799409","36.4193044299887","36.0774871532986","35.7087643640963","39.8837719516938","33.7201700016618","34.3104199996784","34.3485400014428","30.9316599983489","32.9330700029707","29.0397439989846","",
